query,title,authors,publication,date,doi,citations,link
fourth generation AND thermal network,Precision cross-sections for advancing cosmic-ray physics and other applications: A comprehensive programme for the next decade,Maurin D.,Physics Reports,2026-03-11,10.1016/j.physrep.2025.11.002,0,https://api.elsevier.com/content/abstract/scopus_id/105021659608
fourth generation AND thermal network,"Sonogashira-Hydroamination based Annulation of 2-(2‑chloro-1-methyl-1H-indol-3-yl)-5-methyl-1H-benzo[d]imidazole: Antiproliferative Activity, DFT, and Molecular Docking Studies",Upadhyay R.,Journal of Molecular Structure,2026-03-05,10.1016/j.molstruc.2025.144856,0,https://api.elsevier.com/content/abstract/scopus_id/105023502852
fourth generation AND thermal network,An assessment of performance of bifurcations in thermal systems with new correlations for estimating Nusselt number and loss coefficient,Roy Chowdhury S.,International Communications in Heat and Mass Transfer,2026-03-01,10.1016/j.icheatmasstransfer.2025.110116,0,https://api.elsevier.com/content/abstract/scopus_id/105023698666
fourth generation AND thermal network,From design to operation: Integrated optimization of intermediate cycle heat exchange systems for aero engines,Liu W.,International Journal of Heat and Mass Transfer,2026-03-01,10.1016/j.ijheatmasstransfer.2025.127904,0,https://api.elsevier.com/content/abstract/scopus_id/105017971778
fourth generation AND thermal network,Flame image binarization statistics and pollutant emission analysis of hydrogen-enriched kerosene combustion in a turbulent swirl burner,Józsa V.,Fuel,2026-03-01,10.1016/j.fuel.2025.137341,0,https://api.elsevier.com/content/abstract/scopus_id/105022174488
fourth generation AND thermal network,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
fourth generation AND thermal network,Machine learning-based approach for predicting the isobaric heat capacity of biodiesel,Bueno V.F.d.S.,Fuel,2026-03-01,10.1016/j.fuel.2025.137574,0,https://api.elsevier.com/content/abstract/scopus_id/105022098860
fourth generation AND thermal network,A multi-field phase-field framework for thermomechanical fracture in layered rocks incorporating bedding plane interfaces,Zhao Q.,International Journal of Fracture,2026-03-01,10.1007/s10704-025-00897-5,0,https://api.elsevier.com/content/abstract/scopus_id/105023482001
fourth generation AND thermal network,Effective esterification of sewage sludge lipid feedstock into biodiesel using sulfated-based ZrO2 – SiO2 nanocomposite,Ali K.A.,Biomass and Bioenergy,2026-03-01,10.1016/j.biombioe.2025.108639,0,https://api.elsevier.com/content/abstract/scopus_id/105022305468
fourth generation AND thermal network,Generative Reliability-Based Design Optimization Using In-Context Learning Capabilities of Large Language Models,Jiang Z.,Journal of Mechanical Design,2026-03-01,10.1115/1.4069598,0,https://api.elsevier.com/content/abstract/scopus_id/105017049560
fourth generation AND thermal network,Putative membrane protein Cgl2168 and its variant enhance thermotolerance in Corynebacterium glutamicum,Gao N.,Synthetic and Systems Biotechnology,2026-03-01,10.1016/j.synbio.2025.09.018,0,https://api.elsevier.com/content/abstract/scopus_id/105020583868
fourth generation AND thermal network,Advancing biomaterial research with artificial intelligence,Ng J.C.,Biomaterials Advances,2026-03-01,10.1016/j.bioadv.2025.214535,0,https://api.elsevier.com/content/abstract/scopus_id/105018051320
fourth generation AND thermal network,Cellular metabolism biosensing: From extracellular microenvironment to intracellular physiology monitoring,Liang T.,Biosensors and Bioelectronics,2026-03-01,10.1016/j.bios.2025.118250,0,https://api.elsevier.com/content/abstract/scopus_id/105023212515
fourth generation AND thermal network,Simulation-based planning for cost-effective and energy-efficient large-scale seasonal thermal energy storage systems,Dahash A.,Renewable Energy,2026-02-15,10.1016/j.renene.2025.124813,0,https://api.elsevier.com/content/abstract/scopus_id/105023657710
fourth generation AND thermal network,Metal-coordinated mechanically interlocked polymers,Liu G.,Coordination Chemistry Reviews,2026-02-15,10.1016/j.ccr.2025.217307,0,https://api.elsevier.com/content/abstract/scopus_id/105020946877
fourth generation AND thermal network,"Engineered smart nano-bio-physio sensing platforms as emerging point-of-care technologies: materials, mechanisms, and applications",Yücer S.,Coordination Chemistry Reviews,2026-02-15,10.1016/j.ccr.2025.217358,0,https://api.elsevier.com/content/abstract/scopus_id/105021253385
fourth generation AND thermal network,DNTFNet: Deep feature learning via tensor factorization for few-shot HSI classification,Cheng C.,Neurocomputing,2026-02-07,10.1016/j.neucom.2025.132140,0,https://api.elsevier.com/content/abstract/scopus_id/105022923492
fourth generation AND thermal network,Nonlinear thermo-mechanical forced vibration of nonlocal FG-CNTRC adsorber with 2D PSH network and vdW interactions across wide frequency spectrum,Khouni S.,Thin Walled Structures,2026-02-01,10.1016/j.tws.2025.114216,0,https://api.elsevier.com/content/abstract/scopus_id/105021273072
fourth generation AND thermal grid,Degradation mechanism of nickel-base single crystal superalloy after long-term aging: Roles of nanomechanical properties and morphology of γ/γ′ phases,Luo C.,Journal of Materials Science and Technology,2026-03-20,10.1016/j.jmst.2025.04.086,4,https://api.elsevier.com/content/abstract/scopus_id/105010696796
fourth generation AND thermal grid,Opportunities and costs for shared ground loops,Barns D.G.,Renewable and Sustainable Energy Reviews,2026-03-01,10.1016/j.rser.2025.116490,0,https://api.elsevier.com/content/abstract/scopus_id/105023483228
fourth generation AND thermal grid,Error estimates of augmented compact FVM for nonlinear singular parabolic problems with degenerate interface,Chen Y.,Journal of Computational and Applied Mathematics,2026-02-01,10.1016/j.cam.2025.116899,0,https://api.elsevier.com/content/abstract/scopus_id/105010521189
fourth generation AND thermal grid,Low-temperature district heating operations using heat cost allocators in apartment buildings,Yang Q.,Building and Environment,2026-02-01,10.1016/j.buildenv.2025.114095,0,https://api.elsevier.com/content/abstract/scopus_id/105023648143
fourth generation AND thermal grid,A fuzzy-and-fair framework for solar irradiance modeling and derivative pricing: Bridging photovoltaic production risk and climate-linked finance,Romagnoli S.,Applied Energy,2026-02-01,10.1016/j.apenergy.2025.127139,0,https://api.elsevier.com/content/abstract/scopus_id/105023419179
fourth generation AND thermal grid,Scalable sulfonated activated carbons as high-capacity sorbents for atmospheric water harvesting,Schweng P.,Carbon,2026-02-01,10.1016/j.carbon.2025.120964,0,https://api.elsevier.com/content/abstract/scopus_id/105020964977
fourth generation AND thermal grid,Impact of electrical energy storage on the performance of photovoltaic systems in building retrofits,Schibuola L.,Energy and Buildings,2026-01-15,10.1016/j.enbuild.2025.116755,0,https://api.elsevier.com/content/abstract/scopus_id/105022798652
fourth generation AND thermal grid,Effects of the electricity consumption profile on the optimal renewable energy supply,Mayer M.J.,Energy Conversion and Management,2026-01-15,10.1016/j.enconman.2025.120797,0,https://api.elsevier.com/content/abstract/scopus_id/105023496161
fourth generation AND thermal grid,Development and validation of interpretable machine learning models for photovoltaic panel temperature prediction,Ren B.,Expert Systems with Applications,2026-01-15,10.1016/j.eswa.2025.128952,1,https://api.elsevier.com/content/abstract/scopus_id/105010003481
fourth generation AND thermal grid,Degradation of high-temperature fretting wear performance in Zr alloy due to fretting-induced dynamic recrystallization,Sun Q.,Wear,2026-01-15,10.1016/j.wear.2025.206408,0,https://api.elsevier.com/content/abstract/scopus_id/105020975780
fourth generation AND thermal grid,Safeguarding the energy transition: A review of cybersecurity strategies for vulnerability management in smart grids,Abbasi A.R.,Energy Conversion and Management X,2026-01-01,10.1016/j.ecmx.2025.101419,0,https://api.elsevier.com/content/abstract/scopus_id/105022780222
fourth generation AND thermal grid,Solar-assisted high-temperature heat pumps to achieve off-grid zero-carbon heating in industrial parks,Jiang J.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116412,0,https://api.elsevier.com/content/abstract/scopus_id/105019079070
fourth generation AND thermal grid,Hybrid salinity gradient solar ponds: A short review,Ahmed O.K.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116418,0,https://api.elsevier.com/content/abstract/scopus_id/105018857844
fourth generation AND thermal grid,Design of Advanced PV Cell for Electric Vehicle Battery Charging Systems,Nagarani R.,Lecture Notes in Networks and Systems,2026-01-01,10.1007/978-981-96-5732-2_5,0,https://api.elsevier.com/content/abstract/scopus_id/105020570127
fourth generation AND thermal grid,Thermal management of lithium-ion batteries: Numerical evaluation of phase change materials and fin designs against air cooling,Esmaeili Z.,International Journal of Thermal Sciences,2026-01-01,10.1016/j.ijthermalsci.2025.110194,5,https://api.elsevier.com/content/abstract/scopus_id/105011964692
fourth generation AND thermal grid,Combining physical models to estimate PV power: evaluation and optimal modeling in the solar resource-rich semi-arid Brazilian region,de Medeiros J.V.F.F.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.123999,0,https://api.elsevier.com/content/abstract/scopus_id/105010556040
fourth generation AND thermal grid,Sizing procedure of low-enthalpy district heating and cooling heat pump plants: A case study of the Balearic Islands university campus,Bibiloni-Mulet P.A.,Energy and Buildings,2026-01-01,10.1016/j.enbuild.2025.116582,0,https://api.elsevier.com/content/abstract/scopus_id/105022150047
fourth generation AND thermal grid,Experimental investigation on the thermal performance of a novel inverted pyramid-shaped simultaneous cold and heat storage water tank,Ren Y.,International Journal of Thermal Sciences,2026-01-01,10.1016/j.ijthermalsci.2025.110234,1,https://api.elsevier.com/content/abstract/scopus_id/105013360441
fourth generation AND thermal grid,District heating modeling tools: A review based on design and simulation of renewable district heating networks,Valentini L.V.,Energy Conversion and Management X,2026-01-01,10.1016/j.ecmx.2025.101414,0,https://api.elsevier.com/content/abstract/scopus_id/105023079317
fourth generation AND thermal grid,Occupancy behavior-informed PV–battery sizing for resilient and sufficient buildings under climate-related disruptions,Jiang Z.,Energy Conversion and Management,2026-01-01,10.1016/j.enconman.2025.120524,0,https://api.elsevier.com/content/abstract/scopus_id/105019980406
fourth generation AND thermal grid,Unlocking solar and hydrogen potentials: A comparative analysis of solar tracking systems for South Africa's energy transition,Diesing A.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.124066,0,https://api.elsevier.com/content/abstract/scopus_id/105012625750
fourth generation AND thermal grid,Study on the modeling and simulation of the pre-treatment process of coffee husks for renewable energy production in the Brazilian agro-industrial sector,e Silva A.d.O.,Biomass and Bioenergy,2026-01-01,10.1016/j.biombioe.2025.108405,0,https://api.elsevier.com/content/abstract/scopus_id/105016463659
fourth generation AND thermal grid,A review on optimization of district energy systems,Abdelghani D.,Renewable and Sustainable Energy Reviews,2026-01-01,10.1016/j.rser.2025.116041,1,https://api.elsevier.com/content/abstract/scopus_id/105012629133
fourth generation AND thermal grid,Numerical investigation of fin arrangement in phase change material–based passive cooling to improve photovoltaic panel performance,El Goual M.,Journal of Energy Storage,2026-01-01,10.1016/j.est.2025.119459,0,https://api.elsevier.com/content/abstract/scopus_id/105021640194
fourth generation AND thermal grid,Modeling and performance assessment of innovative hybrid electro-disinfection processes for Escherichia coli inactivation in water,Solak M.,Chemical Engineering and Processing Process Intensification,2026-01-01,10.1016/j.cep.2025.110594,0,https://api.elsevier.com/content/abstract/scopus_id/105019929845
bi-directional AND district heating and cooling,The Green's function based analysis for seasonal heat storage and utilization in a solar-geothermal building,Wu C.,Journal of Energy Storage,2026-01-01,10.1016/j.est.2025.118721,0,https://api.elsevier.com/content/abstract/scopus_id/105020796834
bi-directional AND district heating and cooling,Demand Response in Smart Microgrids: Advanced and Optimal Energy Management Strategies,Ouassaid M.,Studies in Systems Decision and Control,2026-01-01,10.1007/978-3-032-02492-3,0,https://api.elsevier.com/content/abstract/scopus_id/105020789714
bi-directional AND district heating and cooling,Quantifying the cooling demand of Manhattan using aerial images,Barth F.,Energy and Buildings,2025-12-15,10.1016/j.enbuild.2025.116526,0,https://api.elsevier.com/content/abstract/scopus_id/105018740504
bi-directional AND district heating and cooling,From baseload to flexibility: A cost-driven evolutionary model for thermal power industry at various stages of the China's “dual carbon” policy,Chen Y.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126709,0,https://api.elsevier.com/content/abstract/scopus_id/105015036718
bi-directional AND district heating and cooling,Advancing sustainability through renewable energy Technologies: Trends and innovations,Østergaard P.A.,Renewable Energy,2025-12-15,10.1016/j.renene.2025.124595,1,https://api.elsevier.com/content/abstract/scopus_id/105020284869
bi-directional AND district heating and cooling,A two-stage imputation method for enhancing urban building energy data resilience using Bayesian inference,Lee G.,Energy and Buildings,2025-12-15,10.1016/j.enbuild.2025.116515,0,https://api.elsevier.com/content/abstract/scopus_id/105018737699
bi-directional AND district heating and cooling,Real-time proactive control of cascading failures in integrated electricity–gas systems based on a privacy-preserving physics informed deep operator surrogate model,Zhang J.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126791,0,https://api.elsevier.com/content/abstract/scopus_id/105016779104
bi-directional AND district heating and cooling,Hydraulic–thermal dynamic model of meshed district heating network based on discrete event simulation,Xie Z.,Energy,2025-12-01,10.1016/j.energy.2025.138895,0,https://api.elsevier.com/content/abstract/scopus_id/105019507661
bi-directional AND district heating and cooling,Mechanism-guided short-term heat load prediction of district heating system based on a hybrid data-driven model,Zhang X.,Applied Thermal Engineering,2025-12-01,10.1016/j.applthermaleng.2025.128113,0,https://api.elsevier.com/content/abstract/scopus_id/105015295366
bi-directional AND district heating and cooling,"Fast prediction of annual hourly indoor non-uniform unsteady environment through coupled model of daylighting, CFD, energy simulation and machine learning",Luo Y.,Journal of Building Engineering,2025-11-15,10.1016/j.jobe.2025.114280,0,https://api.elsevier.com/content/abstract/scopus_id/105018173472
bi-directional AND district heating and cooling,Transmission-Targeted Demand-Side Response for Congestion Relief: A Systematic Review,Sidor P.,Energies,2025-11-01,10.3390/en18215705,0,https://api.elsevier.com/content/abstract/scopus_id/105021580573
bi-directional AND district heating and cooling,A review of state-of-the-art solutions to common sensor problems in HVAC systems for enhancement of energy efficiency and reliability,Sun S.,Journal of Building Engineering,2025-10-15,10.1016/j.jobe.2025.113761,0,https://api.elsevier.com/content/abstract/scopus_id/105013556802
bi-directional AND district heating and cooling,Hybrid thermal load prediction model for the regional built environment based on random forest feature screening,Zhu J.,Energy and Buildings,2025-10-01,10.1016/j.enbuild.2025.115987,1,https://api.elsevier.com/content/abstract/scopus_id/105007746666
bi-directional AND district heating and cooling,Quantifying the Impact of Energy Storage Capacity on Building Energy Flexibility: A Case Study of the PV-ESS-GSHP System,Han F.,Buildings,2025-10-01,10.3390/buildings15193536,0,https://api.elsevier.com/content/abstract/scopus_id/105019203628
bi-directional AND district heating and cooling,Deep learning based digital twins augmented reality: Model predictive control for battery and storage optimization in renewable energy prosumers districts,Khan B.,Journal of Energy Storage,2025-09-30,10.1016/j.est.2025.117565,3,https://api.elsevier.com/content/abstract/scopus_id/105009843724
bi-directional AND district heating and cooling,Techno-economic feasibility of prosumers in urban district heating systems utilising low-temperature industrial excess heat,Trabert U.,Energy,2025-09-01,10.1016/j.energy.2025.136583,1,https://api.elsevier.com/content/abstract/scopus_id/105007147673
bi-directional AND district heating and cooling,A techno-economic analysis of a high vacuum solar system integrated into a prosumer-based district heating network,Dino G.E.,Energy,2025-09-01,10.1016/j.energy.2025.136843,5,https://api.elsevier.com/content/abstract/scopus_id/105006876528
bi-directional AND district heating and cooling,A novel adaptive adjustment Kolmogorov-Arnold network for heat load prediction in district heating systems,Zhu J.,Applied Thermal Engineering,2025-09-01,10.1016/j.applthermaleng.2025.126552,5,https://api.elsevier.com/content/abstract/scopus_id/105003376581
bi-directional AND district heating and cooling,PEEK-derived composite film combines high thermal conductivity and excellent joule heating properties for smart thermal management electronic sensing floors,Bai Y.,Chemical Engineering Journal,2025-09-01,10.1016/j.cej.2025.165732,1,https://api.elsevier.com/content/abstract/scopus_id/105009907419
bi-directional AND district heating and cooling,LITHEUM. A web-based lighting and thermal urban model for city energy assessment,Rodríguez-Álvarez J.,Sustainable Cities and Society,2025-07-15,10.1016/j.scs.2025.106603,0,https://api.elsevier.com/content/abstract/scopus_id/105010515440
bi-directional AND district heating and cooling,"The Power Regulation Characteristics, Key Challenges, and Solution Pathways of Typical Flexible Resources in Regional Energy Systems",Jiang H.,Energies,2025-07-01,10.3390/en18143830,1,https://api.elsevier.com/content/abstract/scopus_id/105011708908
bi-directional AND district heating and cooling,Influence of the graphene oxide on heat conduction characteristics of cement-based honeycomb scaffolds,Cheng Z.,Case Studies in Construction Materials,2025-07-01,10.1016/j.cscm.2025.e04282,2,https://api.elsevier.com/content/abstract/scopus_id/85215566851
bi-directional AND district heating and cooling,Leveraging Machine Learning in Next-Generation Climate Change Adaptation Efforts by Increasing Renewable Energy Integration and Efficiency,Rojek I.,Energies,2025-07-01,10.3390/en18133315,0,https://api.elsevier.com/content/abstract/scopus_id/105010339956
bi-directional AND district heating and cooling,A novel heat load prediction algorithm based on fuzzy C-mean clustering and mixed positional encoding informer,Song J.,Applied Energy,2025-06-15,10.1016/j.apenergy.2025.125709,3,https://api.elsevier.com/content/abstract/scopus_id/105000040175
bi-directional AND district heating and cooling,Artificial intelligence-enabled predictive energy saving planning of liquid cooling system for data centers,Ma S.,Advanced Engineering Informatics,2025-05-01,10.1016/j.aei.2025.103283,6,https://api.elsevier.com/content/abstract/scopus_id/105001117190
bi-directional AND district thermal,Hierarchical energy management system for coordinated operation of multiple grid-tied home microgrids,Neda O.M.,Renewable Energy Focus,2026-03-01,10.1016/j.ref.2025.100766,0,https://api.elsevier.com/content/abstract/scopus_id/105017954611
bi-directional AND district thermal,A novel multiphase prediction model for shale oil production,Qi N.,Fuel,2026-02-15,10.1016/j.fuel.2025.137048,0,https://api.elsevier.com/content/abstract/scopus_id/105018176884
bi-directional AND district thermal,Spindle thermal error modeling with linear and nonlinear hybrid tandem metamodel based on statistical and machine learning approaches,Li M.H.,Expert Systems with Applications,2026-02-01,10.1016/j.eswa.2025.129449,0,https://api.elsevier.com/content/abstract/scopus_id/105014595957
bi-directional AND district thermal,The Green's function based analysis for seasonal heat storage and utilization in a solar-geothermal building,Wu C.,Journal of Energy Storage,2026-01-01,10.1016/j.est.2025.118721,0,https://api.elsevier.com/content/abstract/scopus_id/105020796834
bi-directional AND district thermal,Nonlinear aerodynamic analyses of rotary composite tapered bladed disks (blisks) under subsonic and supersonic flow conditions,Ru Y.,Aerospace Science and Technology,2026-01-01,10.1016/j.ast.2025.111186,0,https://api.elsevier.com/content/abstract/scopus_id/105021093343
bi-directional AND district thermal,Fake news detection based on shared information and cross-feature ambiguity learning,Cui S.D.,Engineering Applications of Artificial Intelligence,2026-01-01,10.1016/j.engappai.2025.112841,0,https://api.elsevier.com/content/abstract/scopus_id/105020573829
bi-directional AND district thermal,Demand Response in Smart Microgrids: Advanced and Optimal Energy Management Strategies,Ouassaid M.,Studies in Systems Decision and Control,2026-01-01,10.1007/978-3-032-02492-3,0,https://api.elsevier.com/content/abstract/scopus_id/105020789714
bi-directional AND district thermal,Quantifying the cooling demand of Manhattan using aerial images,Barth F.,Energy and Buildings,2025-12-15,10.1016/j.enbuild.2025.116526,0,https://api.elsevier.com/content/abstract/scopus_id/105018740504
bi-directional AND district thermal,From baseload to flexibility: A cost-driven evolutionary model for thermal power industry at various stages of the China's “dual carbon” policy,Chen Y.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126709,0,https://api.elsevier.com/content/abstract/scopus_id/105015036718
bi-directional AND district thermal,TCN-BiLSTM-CE: An interdisciplinary approach for missing energy data imputation by contextual inference,Yu M.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126618,0,https://api.elsevier.com/content/abstract/scopus_id/105013243394
bi-directional AND district thermal,Quantitative analysis of multi-energy coupling: Indicator set and influence on IES region,Xiao J.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126619,0,https://api.elsevier.com/content/abstract/scopus_id/105013506133
bi-directional AND district thermal,Real-time proactive control of cascading failures in integrated electricity–gas systems based on a privacy-preserving physics informed deep operator surrogate model,Zhang J.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126791,0,https://api.elsevier.com/content/abstract/scopus_id/105016779104
bi-directional AND district thermal,Advancing sustainability through renewable energy Technologies: Trends and innovations,Østergaard P.A.,Renewable Energy,2025-12-15,10.1016/j.renene.2025.124595,1,https://api.elsevier.com/content/abstract/scopus_id/105020284869
bi-directional AND district thermal,Hydraulic–thermal dynamic model of meshed district heating network based on discrete event simulation,Xie Z.,Energy,2025-12-01,10.1016/j.energy.2025.138895,0,https://api.elsevier.com/content/abstract/scopus_id/105019507661
bi-directional AND district thermal,Mechanism-guided short-term heat load prediction of district heating system based on a hybrid data-driven model,Zhang X.,Applied Thermal Engineering,2025-12-01,10.1016/j.applthermaleng.2025.128113,0,https://api.elsevier.com/content/abstract/scopus_id/105015295366
bi-directional AND district thermal,Deep Learning Ensemble and Multi-Criteria GIS for High-Fidelity Rooftop Solar Potential Mapping,Lodhi M.K.,Journal of Geovisualization and Spatial Analysis,2025-12-01,10.1007/s41651-025-00240-5,0,https://api.elsevier.com/content/abstract/scopus_id/105018710058
bi-directional AND district thermal,A review of integrated energy system modeling and operation,Zhu H.,Applied Energy,2025-12-01,10.1016/j.apenergy.2025.126572,2,https://api.elsevier.com/content/abstract/scopus_id/105012608822
bi-directional AND district thermal,Monitoring leaf nitrogen concentration for different leaf layers based on multiangle remote sensing and fusion models,Liu M.,Smart Agricultural Technology,2025-12-01,10.1016/j.atech.2025.101392,0,https://api.elsevier.com/content/abstract/scopus_id/105014621870
bi-directional AND district thermal,Strategic design of wind energy and battery storage for efficient and sustainable energy systems,Eroğlu H.,Scientific Reports,2025-12-01,10.1038/s41598-025-18863-5,0,https://api.elsevier.com/content/abstract/scopus_id/105018128532
bi-directional AND district thermal,"Development, optimization, and benchmarking of zone-specific deep learning architectures for air quality prediction in end-of-life vehicle recycling zones",Molla A.H.,Computers and Industrial Engineering,2025-12-01,10.1016/j.cie.2025.111507,0,https://api.elsevier.com/content/abstract/scopus_id/105015407698
bi-directional AND district thermal,Advanced Functional Electromagnetic Shielding Materials: A Review Based on Micro-Nano Structure Interface Control of Biomass Cell Walls,Shi Y.,Nano Micro Letters,2025-12-01,10.1007/s40820-024-01494-2,81,https://api.elsevier.com/content/abstract/scopus_id/85204695610
bi-directional AND district thermal,Advances in TENGs for Marine Energy Harvesting and In Situ Electrochemistry,Zhang C.,Nano Micro Letters,2025-12-01,10.1007/s40820-024-01640-w,29,https://api.elsevier.com/content/abstract/scopus_id/85218182736
bi-directional AND district thermal,Thermal management strategy for motorized spindle systems: graphite coating thermal path reconstruction and hybrid predictive modeling,Dai Y.,Applied Thermal Engineering,2025-11-15,10.1016/j.applthermaleng.2025.128071,0,https://api.elsevier.com/content/abstract/scopus_id/105014520816
bi-directional AND district thermal,Research on the carbon neutrality path of urban block buildings through multi-dimensional synergy,Deng Y.,Journal of Building Engineering,2025-11-15,10.1016/j.jobe.2025.114391,0,https://api.elsevier.com/content/abstract/scopus_id/105018861500
bi-directional AND district thermal,"Fast prediction of annual hourly indoor non-uniform unsteady environment through coupled model of daylighting, CFD, energy simulation and machine learning",Luo Y.,Journal of Building Engineering,2025-11-15,10.1016/j.jobe.2025.114280,0,https://api.elsevier.com/content/abstract/scopus_id/105018173472
bi-directional AND district energy,OpenCIL: Benchmarking out-of-distribution detection in class incremental learning,Miao W.,Pattern Recognition,2026-03-01,10.1016/j.patcog.2025.112163,0,https://api.elsevier.com/content/abstract/scopus_id/105011502301
bi-directional AND district energy,Hierarchical energy management system for coordinated operation of multiple grid-tied home microgrids,Neda O.M.,Renewable Energy Focus,2026-03-01,10.1016/j.ref.2025.100766,0,https://api.elsevier.com/content/abstract/scopus_id/105017954611
bi-directional AND district energy,A novel multiphase prediction model for shale oil production,Qi N.,Fuel,2026-02-15,10.1016/j.fuel.2025.137048,0,https://api.elsevier.com/content/abstract/scopus_id/105018176884
bi-directional AND district energy,WDLformer: A novel mid-term load forecasting network considering weather score and distribution shift based on multi-encoders frequency fusion approach,Tian Z.,Information Fusion,2026-02-01,10.1016/j.inffus.2025.103674,0,https://api.elsevier.com/content/abstract/scopus_id/105015046104
bi-directional AND district energy,Unbiased Spatial–Temporal Atomic Fusion-based Zero-Shot Action Recognition,Xing M.,Information Fusion,2026-02-01,10.1016/j.inffus.2025.103633,0,https://api.elsevier.com/content/abstract/scopus_id/105013850024
bi-directional AND district energy,Association between caregivers' responsive feeding practices and the intake of fruit and vegetable among children aged 6–36 months: the mediating role of children's enjoyment of food,An M.,Appetite,2026-02-01,10.1016/j.appet.2025.108325,0,https://api.elsevier.com/content/abstract/scopus_id/105017966093
bi-directional AND district energy,The Green's function based analysis for seasonal heat storage and utilization in a solar-geothermal building,Wu C.,Journal of Energy Storage,2026-01-01,10.1016/j.est.2025.118721,0,https://api.elsevier.com/content/abstract/scopus_id/105020796834
bi-directional AND district energy,Enhancing seismic site response analyses: Tuning soil properties via genetic algorithms and Bayesian model updating from downhole array data,Sadeghzadeh S.,Soil Dynamics and Earthquake Engineering,2026-01-01,10.1016/j.soildyn.2025.109773,0,https://api.elsevier.com/content/abstract/scopus_id/105016875540
bi-directional AND district energy,Demand Response in Smart Microgrids: Advanced and Optimal Energy Management Strategies,Ouassaid M.,Studies in Systems Decision and Control,2026-01-01,10.1007/978-3-032-02492-3,0,https://api.elsevier.com/content/abstract/scopus_id/105020789714
bi-directional AND district energy,A multi-scale graph tide model with enhanced graph structure learning and spatiotemporal decoupling for load forecasting,Liu W.,Expert Systems with Applications,2026-01-01,10.1016/j.eswa.2025.128839,0,https://api.elsevier.com/content/abstract/scopus_id/105009746565
bi-directional AND district energy,A novel three-segment solar radiation forecasting model,Kaysal K.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.123947,0,https://api.elsevier.com/content/abstract/scopus_id/105010842852
bi-directional AND district energy,Nonlinear aerodynamic analyses of rotary composite tapered bladed disks (blisks) under subsonic and supersonic flow conditions,Ru Y.,Aerospace Science and Technology,2026-01-01,10.1016/j.ast.2025.111186,0,https://api.elsevier.com/content/abstract/scopus_id/105021093343
bi-directional AND district energy,CATC-Net: A CoAttention-Guided Temporal Capsule Network for Speech Emotion Recognition,Wei Y.,Communications in Computer and Information Science,2026-01-01,10.1007/978-3-031-99879-9_5,0,https://api.elsevier.com/content/abstract/scopus_id/105019227768
bi-directional AND district energy,Spatial assessment and ecological risk evaluation of soil heavy metal contamination using multivariate statistical techniques,Islam M.S.,Catena,2025-12-31,10.1016/j.catena.2025.109550,0,https://api.elsevier.com/content/abstract/scopus_id/105022179221
bi-directional AND district energy,TCN-BiLSTM-CE: An interdisciplinary approach for missing energy data imputation by contextual inference,Yu M.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126618,0,https://api.elsevier.com/content/abstract/scopus_id/105013243394
bi-directional AND district energy,Quantifying the cooling demand of Manhattan using aerial images,Barth F.,Energy and Buildings,2025-12-15,10.1016/j.enbuild.2025.116526,0,https://api.elsevier.com/content/abstract/scopus_id/105018740504
bi-directional AND district energy,Quantitative analysis of multi-energy coupling: Indicator set and influence on IES region,Xiao J.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126619,0,https://api.elsevier.com/content/abstract/scopus_id/105013506133
bi-directional AND district energy,Real-time proactive control of cascading failures in integrated electricity–gas systems based on a privacy-preserving physics informed deep operator surrogate model,Zhang J.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126791,0,https://api.elsevier.com/content/abstract/scopus_id/105016779104
bi-directional AND district energy,Advancing sustainability through renewable energy Technologies: Trends and innovations,Østergaard P.A.,Renewable Energy,2025-12-15,10.1016/j.renene.2025.124595,1,https://api.elsevier.com/content/abstract/scopus_id/105020284869
bi-directional AND district energy,A two-stage imputation method for enhancing urban building energy data resilience using Bayesian inference,Lee G.,Energy and Buildings,2025-12-15,10.1016/j.enbuild.2025.116515,0,https://api.elsevier.com/content/abstract/scopus_id/105018737699
bi-directional AND district energy,From baseload to flexibility: A cost-driven evolutionary model for thermal power industry at various stages of the China's “dual carbon” policy,Chen Y.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126709,0,https://api.elsevier.com/content/abstract/scopus_id/105015036718
